This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"137147","ROCK RAPIDS",-96.1686,43.4300,411,"COOP","15056"
"137161","ROCKWELL CIT",-94.6292,42.3969,371,"COOP","15058"
"137312","SAC CITY",-94.9917,42.4242,366,"COOP","15064"
"137386","SANBORN",-95.6603,43.1792,473,"COOP","15069"
"137594","SHELDON",-95.8528,43.1808,433,"COOP","15077"
"137613","SHENANDOAH",-95.3803,40.7647,297,"COOP","15081"
"137664","SIBLEY 5 NNE",-95.7086,43.4600,509,"COOP","15082"
"137702","SIOUX CITY A",-96.3778,42.3964,335,"COOP","15088"
"137859","SPIRIT LAKE",-95.1394,43.4231,433,"COOP","15102"
"137892","STANLEY",-91.8108,42.6431,340,"COOP","15105"
"137979","STORM LAKE 2",-95.1694,42.6347,434,"COOP","15109"
"138026","SWEA CITY 4W",-94.3831,43.4022,361,"COOP","15116"
"138296","TOLEDO 3N",-92.5806,42.0356,289,"COOP","15124"
"138339","TRIPOLI",-92.2575,42.8133,322,"COOP","15128"
"138568","VINTON",-92.0078,42.1703,259,"COOP","15136"
"138688","WASHINGTON",-91.7069,41.2828,210,"COOP","15143"
"138693","WASHTA",-95.7153,42.5750,354,"COOP","15144"
"138806","WEBSTER CITY",-93.7972,42.4686,323,"COOP","15157"
"139067","WILLIAMSBURG",-92.0133,41.6714,259,"COOP","15168"
"140365","ASHLAND",-99.7633,37.3281,600,"COOP","15207"
"140408","ATCHISON 1S",-95.1181,39.5483,297,"COOP","15212"
"140439","ATWOOD 2SW",-101.0750,39.7872,872,"COOP","15218"
"140482","BAILEYVILLE",-96.1831,39.8308,395,"COOP","15226"
"140682","BELLEVILLE",-97.6386,39.8233,469,"COOP","15247"
"140693","BELOIT",-98.1081,39.4764,446,"COOP","15248"
"140957","BONNER SPRIN",-94.8961,39.0636,253,"COOP","15269"
"141029","BREWSTER 4W",-101.4467,39.3686,1048,"COOP","15271"
"141179","BURR OAK 1 N",-98.3036,39.8775,512,"COOP","15291"
"141383","CEDAR BLUFF",-99.7231,38.7978,680,"COOP","15308"
"141428","CHANUTE NO 1",-95.4472,37.6772,287,"COOP","15319"
"141522","CIMARRON 4S",-100.3419,37.7533,811,"COOP","15331"
"141559","CLAY CENTER",-97.1250,39.3925,372,"COOP","15334"
"141612","CLINTON LAKE",-95.3397,38.9406,298,"COOP","15342"
"141673","COFFEYVILLE",-95.6356,37.0614,213,"COOP","15348"
"141699","COLBY 1SW",-101.0689,39.3925,966,"COOP","15351"
"141740","COLUMBUS 1 S",-94.8556,37.1622,274,"COOP","15357"
"141761","CONCORDIA 1",-97.6694,39.5589,448,"COOP","15359"
"141858","COTTONWOOD F",-96.5442,38.3689,372,"COOP","15369"
"141867","COUNCIL GROV",-96.5258,38.6753,402,"COOP","15372"
"142401","EL DORADO",-96.8444,37.8183,393,"COOP","15411"
"142432","ELKHART",-101.8867,37.0058,1097,"COOP","15428"
"142459","ELLSWORTH",-98.2267,38.7278,466,"COOP","15435"
"142881","FRANKFORT 6",-96.3500,39.7667,363,"COOP","15476"
"142894","FREDONIA",-95.8181,37.5314,280,"COOP","15477"
"142980","GARDEN CITY",-100.8122,37.9931,874,"COOP","15486"
"143008","GARNETT 1 E",-95.2178,38.2800,299,"COOP","15490"
"143074","GIRARD",-94.8392,37.5081,300,"COOP","15497"
"143218","GREAT BEND",-98.7711,38.3694,567,"COOP","15514"
"143239","GREENSBURG",-99.2964,37.6114,680,"COOP","15519"
"143523","HAYS",-99.3169,38.8669,607,"COOP","15540"
"143527","HAYS 1 S",-99.3358,38.8586,613,"COOP","15541"
"143545","HAYSVILLE 3",-97.3142,37.5194,378,"COOP","15545"
"143554","HEALY",-100.6197,38.6003,869,"COOP","15546"
"143594","HERINGTON",-96.9494,38.6653,411,"COOP","15547"
"143665","HILL CITY 1E",-99.8294,39.3600,654,"COOP","15558"
"143759","HOLTON 7 SE",-95.6292,39.3936,314,"COOP","15563"
"143810","HORTON",-95.5167,39.6667,314,"COOP","15564"
"143847","HUDSON",-98.6592,38.1042,569,"COOP","15574"
"143867","HUMBOLDT",-95.4456,37.8117,287,"COOP","15576"
"143929","HUTCHINSON 2",-97.8339,38.0694,482,"COOP","15582"
"143930","HUTCHINSON 1",-98.0297,37.9311,469,"COOP","15583"
"143954","INDEPENDENCE",-95.7003,37.2364,245,"COOP","15586"
"143984","IOLA 1 W",-95.4261,37.9228,291,"COOP","15589"
"144104","JOHN REDMOND",-95.7494,38.2556,333,"COOP","15603"
"144114","JOHNSON",-101.7528,37.5697,1015,"COOP","15606"
"144178","KANOPOLIS LA",-97.9597,38.6078,455,"COOP","15616"
"144313","KINGMAN",-98.1111,37.6661,479,"COOP","15625"
"144341","KIOWA",-98.4900,37.0175,404,"COOP","15634"
"144464","LAKIN",-101.2492,37.9411,914,"COOP","15643"
"144531","LARNED NO. 2",-99.0953,38.1878,614,"COOP","15647"
"144695","LIBERAL",-100.9294,37.0222,864,"COOP","15680"
"144712","LINCOLN 1 ES",-98.1244,39.0297,421,"COOP","15684"
"144857","LOVEWELL DAM",-98.0256,39.9000,488,"COOP","15702"
"144972","MANHATTAN",-96.5814,39.1972,325,"COOP","15716"
"145039","MARION RESER",-97.0753,38.3778,417,"COOP","15723"
"145063","MARYSVILLE",-96.6364,39.8383,360,"COOP","15727"
"145152","MCPHERSON",-97.6431,38.3758,456,"COOP","15737"
"145171","MEADE",-100.3450,37.2850,755,"COOP","15740"
"145210","MELVERN LAKE",-95.7033,38.5039,333,"COOP","15749"
"145306","MILFORD LAKE",-96.8981,39.0747,369,"COOP","15755"
"145363","MINNEAPOLIS",-97.7044,39.1244,399,"COOP","15760"
"145421","MONTEZUMA",-100.4444,37.5975,847,"COOP","15764"
"145530","MOUND CITY 1",-94.8161,38.1350,278,"COOP","15771"
"145536","MOUND VALLEY",-95.4508,37.1872,244,"COOP","15772"
"145744","NEWTON 2 SW",-97.3728,38.0450,441,"COOP","15787"
"145852","NORTON DAM",-99.9386,39.8108,713,"COOP","15793"
"145856","NORTON 9 SSE",-99.8358,39.7411,719,"COOP","15796"
"145870","NORWICH",-97.8486,37.4550,457,"COOP","15798"
"145888","OAKLEY 4 W",-100.9453,39.1128,945,"COOP","15800"
"146076","OSAGE CITY 4",-95.8667,38.6667,357,"COOP","15814"
"146084","OSAWATOMIE",-94.9597,38.5019,262,"COOP","15816"
"146128","OTTAWA",-95.2808,38.6131,274,"COOP","15824"
"146242","PARSONS 2 NW",-95.2878,37.3689,277,"COOP","15840"
"146333","PERRY LAKE",-95.4167,39.1167,293,"COOP","15848"
"146414","PITTSBURG",-94.6389,37.3578,283,"COOP","15854"
"146435","PLAINVILLE 4",-99.3808,39.2450,671,"COOP","15857"
"146498","POMONA LAKE",-95.5656,38.6456,324,"COOP","15866"
"147043","RUSSELL 7E",-98.7050,38.8708,567,"COOP","15908"
"147050","RUSSELL SPRI",-101.1667,38.9606,934,"COOP","15914"
"147093","SAINT FRANCI",-101.8097,39.7675,1025,"COOP","15923"
"147271","SCOTT CITY",-100.9186,38.4819,905,"COOP","15945"
"147305","SEDAN",-96.1861,37.1317,274,"COOP","15947"
"147534","SMILEYBERG",-96.8656,37.5342,405,"COOP","15962"
"147542","SMITH CENTER",-98.7772,39.7775,560,"COOP","15963"
"147796","STERLING",-98.2078,38.2144,499,"COOP","15971"
"148038","SYRACUSE",-101.7550,37.9861,994,"COOP","15982"
"148061","TALLGRASS PR",-96.5578,38.4331,381,"COOP","15985"
"148235","TRIBUNE 1W",-101.7758,38.4661,1108,"COOP","16013"
"148240","TRIBUNE 14 N",-101.7142,38.6575,1111,"COOP","16015"
"148250","TROY 3 N",-95.0881,39.8283,317,"COOP","16017"
"148287","ULYSSES 3NE",-101.2908,37.5983,933,"COOP","16024"
"148341","VALLEY FALLS",-95.4861,39.3039,302,"COOP","16029"
"148495","WAKEENEY",-99.8831,39.0297,750,"COOP","16036"
"148535","WALLACE",-101.5831,38.9011,994,"COOP","16042"
"148563","WAMEGO",-96.3256,39.2244,308,"COOP","16044"
"148578","WASHINGTON",-97.0572,39.8219,397,"COOP","16048"
"148648","WEBSTER DAM",-99.4192,39.4031,568,"COOP","16053"
"148670","WELLINGTON",-97.4150,37.2692,372,"COOP","16054"
"148946","WILSON LAKE",-98.4889,38.9667,461,"COOP","16075"
"149080","YATES CENTER",-95.7247,37.8728,329,"COOP","16087"
"150254","ASHLAND",-82.6133,38.4536,171,"COOP","16109"
"150422","BARREN RIVER",-86.1247,36.8978,189,"COOP","16122"
"150483","BEATTYVILLE",-83.7161,37.6336,329,"COOP","16126"
"150860","BOONEVILLE 1",-83.7706,37.3578,268,"COOP","16148"
"150955","BRANDENBURG",-86.1144,37.9561,200,"COOP","16159"
"151080","BUCKHORN LAK",-83.3833,37.3500,285,"COOP","16164"
"151810","CORNERS",-86.2325,37.7928,187,"COOP","16213"
"151895","CRESSY",-84.0350,37.8300,219,"COOP","16216"
"151998","CYNTHIANA",-84.3031,38.3769,213,"COOP","16228"
"152040","DANVILLE",-84.7708,37.6528,274,"COOP","16230"
"152791","FARMERS 2 S",-83.5500,38.1167,207,"COOP","16267"
"152903","FLEMINGSBURG",-83.7333,38.4500,287,"COOP","16271"
"153230","GIMLET 9N",-83.1431,38.2186,341,"COOP","16291"
"153762","HENDERSON 7",-87.6272,37.7661,131,"COOP","16330"
"153994","HOPKINSVILLE",-87.5206,36.8492,158,"COOP","16343"
"154138","INEZ 2 E",-82.5167,37.8667,216,"COOP","16349"
"154208","JAMESTOWN WW",-85.0617,37.0056,271,"COOP","16355"
"154375","KENLAKE RESO",-88.1386,36.7600,148,"COOP","16362"
"154449","KNOB LICK 4S",-85.6986,37.0244,311,"COOP","16368"
"154955","LOUISVILLE U",-85.8000,38.2833,134,"COOP","16409"
"155243","MAYSVILLE SE",-83.7872,38.6869,157,"COOP","16437"
"155280","MCDANIELS",-86.4306,37.6494,130,"COOP","16439"
"155444","MILLERTOWN 4",-86.0083,37.4336,190,"COOP","16454"
"155640","MOUNT STERLI",-83.9333,38.0583,293,"COOP","16463"
"155834","NOLIN RIVER",-86.2492,37.2792,207,"COOP","16476"
"156012","OLIVE HILL 5",-83.1036,38.3422,272,"COOP","16478"
"156136","PAINTSVILLE",-82.7833,37.8167,192,"COOP","16505"
"156595","PROVIDENCE",-87.7622,37.3997,125,"COOP","16534"
"156624","QUICKSAND",-83.3667,37.5333,256,"COOP","16535"
"156988","ROUGH RIVER",-86.5044,37.6178,171,"COOP","16546"
"157049","RUSSELLVILLE",-86.8883,36.8550,174,"COOP","16548"
"157215","SCOTTSVILLE",-86.2258,36.7458,236,"COOP","16564"
"157431","SKYLINE 1 SE",-82.9925,37.0875,366,"COOP","16576"
"157510","SOMERSET 2 N",-84.6167,37.1167,320,"COOP","16582"
"157652","STANTON 2W",-83.8978,37.8603,219,"COOP","16591"
"157950","TAYLORSVILLE",-85.3089,38.0014,213,"COOP","16603"
"158711","WILLIAMSBURG",-84.1753,36.7458,329,"COOP","16640"
"160098","ALEXANDRIA",-92.4611,31.3206,27,"COOP","16656"
"160718","BENTON NO 2",-93.7425,32.6983,49,"COOP","16690"
"161287","BUNKIE",-92.1786,30.9594,17,"COOP","16706"
"162212","CROWLEY 2 NE",-92.3478,30.2408,8,"COOP","16758"
"162534","DONALDSONVIL",-91.0275,30.0717,3,"COOP","16783"
"163433","GALLIANO",-90.3061,29.4631,2,"COOP","16823"
"163979","HACKBERRY 8",-93.4031,29.8889,2,"COOP","16849"
"164674","JEANERETTE 5",-91.7108,29.9592,6,"COOP","16886"
"164700","JENNINGS",-92.6642,30.2003,8,"COOP","16889"
"164739","JONESVILLE L",-91.8628,31.4825,21,"COOP","16895"
"165065","LAKE ARTHUR",-92.8144,30.0031,3,"COOP","16914"
"165090","LAKE PROVIDE",-91.1728,32.8064,30,"COOP","16922"
"165266","LEESVILLE",-93.2397,31.1417,76,"COOP","16926"
"165296","LELAND BOWMA",-92.2053,29.7861,1,"COOP","16929"
"165620","LSU BEN HUR",-91.1672,30.3644,6,"COOP","16942"
"165926","MARRERO 9 SS",-90.1158,29.7853,1,"COOP","16954"
"166244","MINDEN",-93.2947,32.6053,56,"COOP","16964"
"166364","MOORINGSPORT",-93.9608,32.7050,61,"COOP","16978"
"166394","MORGAN CITY",-91.1761,29.6833,2,"COOP","16979"
"166584","NATCHITOCHES",-93.0856,31.8142,43,"COOP","16990"
"166938","OBERLIN FIRE",-92.7742,30.6039,20,"COOP","17021"
"167738","RED RIVER RE",-93.6381,32.4219,47,"COOP","17069"
"167932","ROCKEFELLER",-92.8181,29.7286,1,"COOP","17081"
"168163","ST JOSEPH 3",-91.2336,31.9497,19,"COOP","17093"
"168181","ST MARTINVIL",-91.8694,30.0858,9,"COOP","17095"
"168444","SHREVEPORT S",-93.7803,32.3919,61,"COOP","17109"
"168539","SLIDELL",-89.7697,30.2650,3,"COOP","17121"
"169013","THIBODAUX 3",-90.7800,29.7758,5,"COOP","17148"
"170217","ANDOVER 2",-70.7947,44.6531,253,"COOP","17193"
"170409","BATH",-69.8500,43.9333,8,"COOP","17207"
"170480","BELFAST",-69.0000,44.4000,9,"COOP","17209"
"170814","BRASSUA DAM",-69.8167,45.6667,323,"COOP","17218"
"170844","BRIDGTON 3 N",-70.7333,44.0833,171,"COOP","17221"
"171131","CAPE NEDDICK",-70.6350,43.2356,40,"COOP","17227"
"171430","CHURCHILL DA",-69.2833,46.5000,285,"COOP","17234"
"171628","CORINNA",-69.2667,44.9167,67,"COOP","17238"
"171975","DOVER-FOXCRO",-69.2500,45.1833,140,"COOP","17251"
"172048","DURHAM",-70.0500,43.9833,44,"COOP","17253"
"172440","EAST SANGERV",-69.2806,45.1369,194,"COOP","17261"
"172700","EUSTIS",-70.4833,45.2167,384,"COOP","17268"
"172878","FORT KENT",-68.6136,47.2400,186,"COOP","17277"
"173046","GARDINER",-69.7833,44.2167,43,"COOP","17282"
"173570","HARTFORD",-70.3172,44.3747,213,"COOP","17294"
"173862","HOLLIS",-70.6667,43.6500,96,"COOP","17300"
"174086","JACKMAN",-70.2667,45.6333,363,"COOP","17305"
"174193","KENNEBUNKPOR",-70.4667,43.3500,1,"COOP","17308"
"174683","LINCOLN SAN",-68.5125,44.3753,52,"COOP","17323"
"174745","LIVERMORE FA",-70.1667,44.4667,116,"COOP","17324"
"174927","MADISON",-69.8833,44.8000,79,"COOP","17328"
"175305","MILLINOCKET",-68.6747,45.6403,110,"COOP","17335"
"175460","MOOSEHEAD",-69.7167,45.5833,313,"COOP","17343"
"175736","NEW SHARON",-70.0000,44.6333,146,"COOP","17351"
"176856","POLAND",-70.3619,44.0075,171,"COOP","17375"
"177037","RANGELEY",-70.6433,44.9678,466,"COOP","17384"
"177039","RANGELEY 2 N",-70.6722,44.9894,543,"COOP","17385"
"177479","SANFORD 2 NN",-70.7833,43.4667,85,"COOP","17403"
"178792","TOPSFIELD 2",-67.7167,45.4167,122,"COOP","17424"
"178817","TURNER",-70.2561,44.2822,172,"COOP","17426"
"178965","VAN BUREN 2",-67.9333,47.1667,139,"COOP","17432"
"179151","WATERVILLE T",-69.6500,44.5333,22,"COOP","17439"
"179593","WEST ROCKPOR",-69.1472,44.1922,116,"COOP","17450"
"179720","WINDHAM 2NW",-70.4664,43.8567,114,"COOP","17452"
"179891","WOODLAND",-67.4000,45.1500,43,"COOP","17454"
"180700","BELTSVILLE",-76.9314,39.0303,44,"COOP","17469"
"182282","CUMBERLAND 2",-78.7556,39.6417,223,"COOP","17528"
"182906","EMMITSBURG 2",-77.2903,39.6811,127,"COOP","17550"
"183415","FROSTBURG 2",-78.9333,39.6667,661,"COOP","17573"
"185865","MECHANICSVIL",-76.6992,38.4617,30,"COOP","17622"
"186350","NATIONAL ARB",-76.9700,38.9133,15,"COOP","17629"
"186620","OAKLAND 1 SE",-79.3950,39.3983,738,"COOP","17634"
"186800","OXON HILL",-76.9950,38.7956,37,"COOP","17639"
"188207","SHARPSBURG 5",-77.7222,39.3981,152,"COOP","17681"
"188371","SMITHSBURG 2",-77.5831,39.6636,204,"COOP","17688"
"188557","STEVENSVILLE",-76.3422,38.9753,3,"COOP","17692"
"190120","AMHERST",-72.5333,42.3833,46,"COOP","17735"
"190190","ASHBURNHAM",-71.8833,42.6167,335,"COOP","17738"
"190192","ASHBURNHAM N",-71.9358,42.6617,349,"COOP","17739"
"190562","BELCHERTOWN",-72.3500,42.2833,171,"COOP","17750"
"190666","BIRCH HILL D",-72.1167,42.6333,263,"COOP","17757"
"190736","BLUE HILL",-71.1147,42.2122,192,"COOP","17758"
"190840","BRIDGEWATER",-70.9500,41.9500,12,"COOP","17766"
"190998","BUFFUMVILLE",-71.9000,42.1167,152,"COOP","17770"
"191386","CHATHAM WSMO",-69.9667,41.6667,15,"COOP","17785"
"192107","EAST BRIMFIE",-72.1333,42.1167,207,"COOP","17809"
"192372","EAST SANDWIC",-70.4717,41.7144,46,"COOP","17812"
"192501","EDGARTOWN",-70.5167,41.3833,6,"COOP","17816"
"192913","FOXBORO",-71.2378,42.0783,82,"COOP","17826"
"193229","GREENFIELD N",-72.6000,42.5667,40,"COOP","17837"
"193505","HAVERHILL",-71.0608,42.7592,5,"COOP","17848"
"193821","HYANNIS",-70.3000,41.6667,15,"COOP","17861"
"193890","JAMAICA PLAI",-71.1239,42.3031,46,"COOP","17865"
"194105","LAWRENCE",-71.1667,42.7000,18,"COOP","17872"
"194131","LENOX DALE",-73.2506,42.3367,312,"COOP","17876"
"194154","LEVERETT NO",-72.5300,42.4467,96,"COOP","17879"
"194313","LOWELL",-71.3667,42.6500,34,"COOP","17883"
"194502","MARBLEHEAD",-70.8667,42.5000,29,"COOP","17890"
"195984","NORTON WEST",-71.1667,41.9928,29,"COOP","17929"
"196783","READING",-71.1333,42.5167,27,"COOP","17953"
"196938","ROCHESTER",-70.9167,41.7833,18,"COOP","17955"
"198573","TULLY LAKE",-72.2167,42.6333,210,"COOP","17998"
"199193","WESTFIELD 3",-72.8031,42.0931,137,"COOP","18018"
"199972","WORTHINGTON",-72.9167,42.3833,392,"COOP","18046"
"200094","ALBION",-84.7731,42.2469,287,"COOP","18055"
"200197","AMASA 1 W",-88.4539,46.2350,448,"COOP","18069"
"200228","ANN ARBOR SE",-83.6933,42.2417,254,"COOP","18073"
"200342","ATLANTA 1SW",-84.1625,44.9933,273,"COOP","18079"
"200417","BAD AXE",-82.9931,43.8078,228,"COOP","18085"
"200497","BARAGA 7NW",-88.6058,46.8211,280,"COOP","18091"
"200718","BERGLAND DAM",-89.5475,46.5869,396,"COOP","18109"
"200758","BEULAH 7 SSW",-86.1311,44.5317,236,"COOP","18112"
"200770","BIG BAY 2 SE",-87.7067,46.7983,198,"COOP","18116"
"200779","BIG RAPIDS W",-85.4822,43.7072,283,"COOP","18117"
"200864","BLOOMINGDALE",-85.9625,42.3842,221,"COOP","18123"
"201150","BURTON 4N",-83.5919,43.0675,231,"COOP","18140"
"201178","CADILLAC 2SW",-85.4217,44.2333,399,"COOP","18144"
"201299","CARO WWTP",-83.3919,43.4839,210,"COOP","18153"
"201361","CASS CITY 1",-83.1806,43.5861,213,"COOP","18158"
"201435","CLARKSBURG",-87.8456,46.5011,463,"COOP","18165"
"201468","CHARLEVOIX",-85.2672,45.3172,181,"COOP","18168"
"201476","CHARLOTTE",-84.8258,42.5503,275,"COOP","18170"
"201486","CHATHAM EXP",-86.9167,46.3333,265,"COOP","18172"
"201492","CHEBOYGAN",-84.4717,45.6522,179,"COOP","18173"
"201502","CHELSEA",-84.0133,42.3264,274,"COOP","18175"
"201780","COPPER HARBO",-87.8669,47.4675,191,"COOP","18196"
"201818","CORUNNA 2 NE",-84.0744,42.9986,232,"COOP","18200"
"201896","CROSS VILLAG",-85.0142,45.6414,220,"COOP","18204"
"202015","DEARBORN",-83.2314,42.3167,184,"COOP","18221"
"202016","DEARBORN NO.",-83.1736,42.3469,184,"COOP","18222"
"202094","DETOUR VILLA",-83.9011,45.9983,181,"COOP","18228"
"202250","DOWAGIAC 1 W",-86.1317,41.9844,226,"COOP","18241"
"202308","DUNDEE",-83.6489,41.9553,201,"COOP","18249"
"202328","DURAND WWTP",-83.9894,42.9269,235,"COOP","18251"
"202423","EAST TAWAS",-83.5033,44.2842,179,"COOP","18263"
"202437","EATON RAPIDS",-84.6500,42.5167,265,"COOP","18265"
"202598","ENGADINE MDO",-85.5694,46.1278,209,"COOP","18275"
"202691","FARMINGTON",-83.3625,42.4669,219,"COOP","18282"
"202804","FILION 5NNW",-83.0831,43.9158,194,"COOP","18294"
"202851","FLINT 7 W",-83.7694,43.0378,207,"COOP","18297"
"203025","FREMONT 4 WS",-86.0231,43.4456,244,"COOP","18308"
"203078","GARDEN CORNE",-86.5483,45.8981,199,"COOP","18312"
"203096","GAYLORD",-84.6647,45.0297,411,"COOP","18314"
"203188","GLENNIE 2SE",-83.7022,44.5358,272,"COOP","18322"
"203278","GOODRICH",-83.5097,42.9164,175,"COOP","18329"
"203295","GRAND HAVEN",-86.2047,43.0608,184,"COOP","18332"
"203421","GREENLAND 6N",-89.1006,46.8733,241,"COOP","18352"
"203477","GROSSE POINT",-82.8892,42.4078,175,"COOP","18355"
"203529","HALE LOUD DA",-83.7217,44.4633,222,"COOP","18364"
"203585","HARBOR BEACH",-82.6428,43.8322,181,"COOP","18373"
"203628","HARRISVILLE",-83.2808,44.6819,178,"COOP","18379"
"203632","HART",-86.3744,43.6886,213,"COOP","18380"
"203661","HASTINGS",-85.2833,42.6500,250,"COOP","18383"
"203744","HERMAN",-88.3500,46.6667,530,"COOP","18387"
"203823","HILLSDALE",-84.6411,41.9353,329,"COOP","18393"
"203932","HOUGHTON LAK",-84.8922,44.3119,346,"COOP","18405"
"204090","IRON MTN-KIN",-88.0842,45.7858,326,"COOP","18424"
"204104","IRONWOOD",-90.1833,46.4667,436,"COOP","18426"
"204130","ISHPEMING WW",-87.6894,46.4911,440,"COOP","18428"
"204161","JACOBSVILLE",-88.4317,47.0083,198,"COOP","18433"
"204257","KALKASKA",-85.1728,44.7281,315,"COOP","18438"
"204258","KALKASKA 11S",-85.0486,44.5897,330,"COOP","18439"
"204502","LAKE CITY EX",-85.2050,44.3089,375,"COOP","18452"
"204655","LAPEER WWTP",-83.3075,43.0608,250,"COOP","18459"
"204659","LAPEER 2 W",-83.3606,43.0581,255,"COOP","18460"
"204793","LINDEN WWTP",-83.8036,42.8136,263,"COOP","18467"
"204967","LUPTON 1 S",-84.0233,44.4200,256,"COOP","18484"
"205050","MANCHESTER",-84.0236,42.1508,294,"COOP","18492"
"205073","MANISTIQUE",-86.2511,45.9511,176,"COOP","18497"
"205451","MILAN WWTP",-83.6775,42.0814,207,"COOP","18540"
"205533","MIO WWTP",-84.1156,44.6464,316,"COOP","18545"
"205591","MORAN",-84.8361,45.9903,212,"COOP","18554"
"205603","MORENCI",-84.2147,41.7217,235,"COOP","18556"
"205662","MT PLEASANT",-84.7697,43.5858,243,"COOP","18570"
"205690","MUNISING",-86.6628,46.4122,207,"COOP","18573"
"205822","NEWPORT 4SSE",-83.2800,41.9497,176,"COOP","18595"
"206007","NORTHPORT 2",-85.6472,45.1319,227,"COOP","18606"
"206012","NW MICHIGAN",-85.6753,44.8831,250,"COOP","18607"
"206300","OWOSSO WWTP",-84.1800,43.0161,223,"COOP","18636"
"206507","PETOSKEY",-84.9764,45.3728,183,"COOP","18651"
"206510","PETOSKEY NCM",-84.9511,45.3614,228,"COOP","18652"
"206658","PONTIAC WWTP",-83.2556,42.6389,271,"COOP","18663"
"206840","RAPID RIVER",-86.9494,45.8725,182,"COOP","18680"
"206982","RICHMOND 4 N",-82.7958,42.8783,233,"COOP","18685"
"207096","ROGERS CITY",-83.8139,45.4133,194,"COOP","18698"
"207222","SAGINAW #3",-83.9556,43.4122,183,"COOP","18710"
"207275","ST IGNACE MD",-84.7042,45.8517,185,"COOP","18719"
"207364","SAULT STE MA",-84.4025,46.4867,192,"COOP","18735"
"207812","STAMBAUGH 2",-88.6278,46.0556,442,"COOP","18774"
"207820","STANDISH 5 S",-84.0378,43.9472,197,"COOP","18775"
"208043","TAHQUAMENON",-85.2242,46.6011,227,"COOP","18795"
"208080","TECUMSEH",-83.9336,42.0028,238,"COOP","18797"
"208184","THREE RIVERS",-85.6336,41.9422,247,"COOP","18802"
"208202","TIPTON 2 WNW",-84.1108,42.0283,296,"COOP","18805"
"208249","TRAVERSE CIT",-85.6444,44.7606,194,"COOP","18808"
"208417","VANDERBILT 1",-84.4397,45.1703,276,"COOP","18823"
"208443","VASSAR",-83.5828,43.3656,192,"COOP","18827"
"208774","WELLSTON 1 S",-85.9611,44.2094,234,"COOP","18850"
"208800","WEST BRANCH",-84.2011,44.2542,270,"COOP","18852"
"208972","WHITMORE LAK",-83.7831,42.4356,276,"COOP","18865"
"209188","YALE 1 NNW",-82.8028,43.1439,250,"COOP","18880"
"210018","ADA",-96.5153,47.2936,277,"COOP","18882"
"210075","ALBERT LEA 3",-93.3019,43.6064,375,"COOP","18887"
"210252","ARGYLE 4 E",-96.7336,48.3331,265,"COOP","18901"
"210355","AUSTIN 3 S",-92.9903,43.6233,370,"COOP","18905"
"210387","BABBITT",-91.9442,47.7103,455,"COOP","18909"
"210515","BAUDETTE",-94.5869,48.7094,324,"COOP","18912"
"210667","BENSON",-95.6167,45.3167,317,"COOP","18921"
"210809","BLACKDUCK",-94.5169,47.6722,427,"COOP","18927"
"210939","BRAINERD",-94.2000,46.3667,360,"COOP","18935"
"211063","BROWNS VALLE",-96.8278,45.5939,302,"COOP","18941"
"211065","BROWNTON WWT",-94.3400,44.7344,317,"COOP","18942"
"211198","CALEDONIA",-91.5028,43.6308,355,"COOP","18946"
"211250","CAMP NORRIS",-95.1817,48.6100,390,"COOP","18949"
"211263","CANBY",-96.2764,44.7089,379,"COOP","18950"
"211374","CASS LAKE",-94.6147,47.3847,414,"COOP","18956"
"211771","COOK",-92.6925,47.8506,401,"COOP","18973"
"211891","CROOKSTON NW",-96.6028,47.8014,271,"COOP","18983"
"212023","DASSEL",-94.3075,45.0825,332,"COOP","18989"
"212142","DETROIT LAKE",-95.8542,46.8333,419,"COOP","18994"
"212146","DETROIT LAKE",-95.6056,46.8572,468,"COOP","18995"
"212500","ELK RIVER",-93.5833,45.3000,277,"COOP","19009"
"212555","ELY 25 E",-91.4556,47.9753,425,"COOP","19013"
"212842","FLOODWOOD 3",-92.8700,46.9728,384,"COOP","19028"
"213282","GRAND MARAIS",-90.3606,47.7394,187,"COOP","19048"
"213290","GRAND MEADOW",-92.5644,43.7047,411,"COOP","19049"
"213296","GRAND PORTAG",-89.6908,47.9711,223,"COOP","19051"
"213411","GULL LAKE DA",-94.3608,46.4119,363,"COOP","19058"
"213417","GUNFLINT LAK",-90.8772,48.1603,443,"COOP","19059"
"213567","HASTINGS DAM",-92.8667,44.7667,212,"COOP","19067"
"214077","ISABELLA 14W",-91.6514,47.5933,530,"COOP","19097"
"214093","ISLAND LAKE",-92.0700,47.0239,430,"COOP","19098"
"214103","ISLE 12 N",-93.5303,46.3092,392,"COOP","19101"
"214106","ITASCA UNIV",-95.1928,47.2258,454,"COOP","19102"
"214176","JORDAN 1 S",-93.6167,44.6500,283,"COOP","19104"
"214373","KIMBALL 3N",-94.3056,45.3531,349,"COOP","19110"
"214418","LA CRESCENT",-91.3100,43.8658,197,"COOP","19113"
"214534","LAKE WILSON",-95.9572,43.9981,525,"COOP","19122"
"214546","LAMBERTON SW",-95.3153,44.2394,349,"COOP","19124"
"214652","LEECH LAKE D",-94.2228,47.2467,397,"COOP","19128"
"214778","LITCHFIELD",-94.5375,45.1369,345,"COOP","19133"
